2
38	8l808Do60DP0qDbD066QQqP1qOQdob90	4	5	6	8	11	-1	4	8	10	-1	HYSTERIA	NAOKI 190
39	8lDOiqP0biD8dD9lOQO619i1PqbqDiP8	4	3	8	9	13	-1	7	10	13	-1	LEADING CYBER	dj TAKA
40	boOdPIqbDd8li0O0IqliPo1Doq99Ob09	4	4	5	8	11	-1	5	7	10	-1	LOVE AGAIN TONIGHT～For Melissa MIX～	NAOKI feat. PAULA TERRY
41	6Ddo196olOPi9IQdbQ8Qbd8do8Q1obOD	4	3	4	9	12	-1	5	8	11	-1	MY SUMMER LOVE	MITSU-O! with GEILA
42	1d10660Dd0IOibDI890Ild80q6ddoQO8	4	3	4	7	12	-1	5	8	9	-1	ORION.78(AMeuro-MIX)	RE-VENGE
43	DPQo8Q0l9D8IPiDiq11l8OI6i11OOb6O	4	5	9	10	12	-1	6	10	13	-1	PARANOIA EVOLUTION	200
44	60QoP9DoIo90D616989Q0D0iodOoOd91	4	3	7	8	11	-1	5	7	10	-1	SEXY PLANET	Crystal Aliens
45	88do8dl8O6Ql1Qlb981lOi8D86oiq91P	4	3	7	8	12	-1	5	9	11	-1	SUPER STAR	D.J.RICH feat. TAILBROS.
46	D81D8689llDiOqPq0IP19bbQQiioPl8d	4	5	7	9	12	-1	7	9	12	-1	TRIP MACHINE CLIMAX	DE-SIRE
47	01808Q1Q6lQQ1lP0qd80I0b0qqDd1OOP	4	5	6	7	10	-1	5	9	11	-1	WILD RUSH	FACTOR-X
48	qdi88l6bo1Iqi9Qiqli8lIQQIPO1doQ9	5	3	4	8	11	-1	4	7	11	-1	ABSOLUTE	dj TAKA
49	Q0qQO0P8818lIoo0boO66O0qd09dIlO8	5	3	4	7	10	-1	5	8	11	-1	Abyss	dj TAKA
50	18911Q6o6do9Dd1blIo6IliPd0PPb99i	5	4	7	9	12	-1	7	9	13	-1	AFRONOVA PRIMEVAL	8 bit
51	iIP09bOq1l1b9b1l011IDIQ6Iill90Io	5	3	5	7	12	-1	5	9	12	-1	BROKEN MY HEART	NAOKI feat. PAULA TERRY
52	DOqPd1Iid6oObd8i96I9oo8obbODb96o	5	4	6	9	12	-1	5	9	12	-1	CAN'T STOP FALLIN' IN LOVE ～SPEED MIX～	NAOKI
53	QDP0i688bQi1Idqil1dOqDdPdoIPP6Q0	5	5	6	9	12	-1	6	9	12	-1	DXY!	TaQ
54	bPD6ObloQPOOiQb1DbQDdilodiddlIlb	5	4	5	8	10	-1	6	8	11	-1	ECSTASY	d-complex
55	IPi69l86oqdDd8qoll61166D8969869I	5	4	6	9	12	-1	5	9	11	-1	Electro Tuned ( the SubS Mix )	TaQ
56	qIDI69oIo8OlQqdqqDilI1do6IbP16Q6	5	4	5	7	11	-1	4	8	13	-1	Healing Vision	DE-SIRE
57	6oldqOoilo1OoP6P9OoO8bdD9lI86qdQ	5	4	6	9	13	-1	5	9	12	-1	INSERTiON	NAOKI underground
58	PP1q0iii1D6Dq9QOd0qqDOQD0160QoPD	5	4	8	10	13	-1	9	11	13	-1	PARANOiA ETERNAL	STM 200
59	Qb90bo6I0Pd9181iIoOPoqPOOOQq6dQ1	5	3	6	8	10	-1	6	7	9	-1	STILL IN MY HEART	NAOKI
60	doIiQl6oDPP6i9qobqoobblPQqPiI9bD	5	3	4	9	12	-1	5	9	12	-1	サナ・モレッテ・ネ・エンテ	Togo Project feat. Sana
61	OPbqldiq0dQIo1011086IOl1qbOloOl9	6	4	6	7	11	-1	5	8	11	-1	CANDY☆	Luv UNLIMITED
62	iOPbIi1b99819b9QiD8QbdPbq0DqO0DO	6	4	5	8	13	-1	5	9	13	-1	exotic ethnic	RevenG
63	olQQ8QPPqqObDD9ooodOl9i9od8b06I9	6	5	7	11	13	-1	8	10	14	-1	Healing Vision ～Angelic mix～	2MB
64	bP69QdDQ0QQ9dP0dDio0dO61i9Dbdl00	6	3	6	7	10	-1	6	7	10	-1	Let the beat hit em!(CLASSIC R&amp;B STYLE)	Stone Bros.
65	6P18lOliIQqIO6Di0PP8iDlDQ01b0o0q	6	5	9	12	15	-1	9	12	15	-1	MAX 300	Ω
66	61ido0DPl8q0dI1i011Do1b6669dPIlo	6	4	9	12	13	-1	9	11	13	-1	ORION.78～civilization mix～	2MB
67	DdO1iboqI6980Q6QPD9P1PbQQ88I16lq	7	-1	-1	-1	-1	10	-1	-1	-1	10	AFRONOVA(FROM NONSTOP MEGAMIX)	RE-VENGE
68	808dq8OIq16PP19i1bP0IDP1OqPOlo6q	7	-1	-1	-1	-1	10	-1	-1	-1	11	AM-3P(AM EAST mix)	KTz
69	POIDil00didIo98D10loIObibPOob88O	7	-1	-1	-1	-1	10	-1	-1	-1	10	B4U(B4 ZA BEAT MIX)	NAOKI
70	bqQ1OQDidQD8QbIqql06O6o1QD6oOodP	7	3	5	8	12	-1	5	8	13	-1	BRE&forall;K DOWN！	NAOKI
71	i18OPo6l8Q6bo9q0qP6889IDqoP8O0Qq	7	-1	-1	-1	-1	10	-1	-1	-1	9	BRILLIANT 2U(K.O.G G3 MIX)	BeForU
72	QdbPPPDlIQiI191qPdblO01O8P8o6D68	7	-1	-1	-1	-1	10	-1	-1	-1	10	BURNIN' THE FLOOR(BLUE FIRE mix)	NAOKI
73	i86qD6Pl61dPI0Q9db1P8bl1ii99q1lD	7	3	4	8	13	-1	4	7	12	-1	BURNING HEAT！（3 Option MIX）	Mr.T with Motoaki. F
74	1Qqo9bID18OdiI1Qb0lP9DIqIO6ldPOP	7	4	5	7	10	-1	4	6	10	-1	CANDY&#9825;	小坂りゆ
75	O6q1o06Po9lQbqOl08Io1obqQ9QPi09b	7	-1	-1	-1	-1	11	-1	-1	-1	10	CELEBRATE NITE(EURO TRANCE STYLE)	N.M.R
76	iQo0QOoI6bOPQlbb9ldOo9lbdD1idiOO	7	3	4	7	11	-1	4	8	11	-1	D2R	NAOKI
77	98q8616ddDIqdo1dbqbO0Po96oldo1Oo	7	3	3	7	10	-1	3	8	11	-1	DESTINY	NAOKI feat. PAULA TERRY
78	8Pb6oPdbO6lo8lbiQ181IDidI9ll8q80	7	3	4	8	11	-1	5	9	12	-1	DIVE TO THE NIGHT	小坂りゆ
79	d0P01d9q8oOd8OP1bQPoqlq96906PqPD	7	-1	-1	-1	-1	12	-1	-1	-1	13	DROP OUT(FROM NONSTOP MEGAMIX)	NW260
80	Dd6lP00DPqIb0d6iqOdlO08l69l6q1di	7	-1	-1	-1	-1	11	-1	-1	-1	11	ECSTASY (midnight blue mix)	d-complex
81	8DQDq16PPlli6o9iDl11DqooqOPlOb08	7	-1	-1	-1	-1	11	-1	-1	-1	11	HIGHER(next morning mix)	NM feat. SUNNY
82	lPloI86odlIbIo96P169b9I0Ob8lD189	7	-1	-1	-1	-1	10	-1	-1	-1	11	HYSTERIA 2001	NM
83	DddIPd6iId8Doqq8OibDlD1dOi8PO8o9	7	3	4	8	12	-1	3	8	12	-1	i feel ...	AKIRA YAMAOKA
84	lObPDQDI08DoodDq1061IP1qbQ1qQQbl	7	5	10	13	16	-1	7	12	15	-1	MAXX UNLIMITED	Z
85	d99P0I1i960QO0oolD6oQIO8OObO9Plb	7	-1	-1	-1	-1	12	-1	-1	-1	11	MY SUMMER LOVE(TOMMY'S SMILE MIX)	MITSU-O! with GEILA
86	Qo9l6l6lq0q618bQOb8d6qiooiiPQqoI	7	3	3	9	12	-1	5	7	12	-1	rain of sorrow	NM feat. EBONY FAY
87	Db9D6Old6lIo01q0qlQ0dD1oDdbdob8I	7	3	4	7	12	-1	4	8	12	-1	Secret Rendez-vous	DIVAS
88	O06Id8PIDbDblO109ddi1dldd0bqDdQ1	7	-1	-1	-1	-1	10	-1	-1	-1	9	SEXY PLANET(FROM NONSTOP MEGAMIX)	Crystal Aliens
89	oio6bqP08PPoP9qIq1oi9Dib9PIq9l11	7	-1	-1	-1	-1	10	-1	-1	-1	11	Silent Hill (3rd christmas mix)	THOMAS HOWARD
90	DOOb99dlP8PdIbDOQIqoqll60Iob9189	7	-1	-1	-1	-1	11	-1	-1	-1	12	STILL IN MY HEART(MOMO MIX)	NAOKI
91	0qQ1odlooiQO99DDP6bD9bOq89669PQb	7	-1	-1	-1	-1	10	-1	-1	-1	11	SUPER STAR(FROM NONSTOP MEGAMIX)	D.J.RICH feat. TAILBROS.
92	8809ol0qbbd6919bbl0b8id1669PqQ08	7	4	5	9	13	-1	5	8	11	-1	Sweet Sweet &hearts; Magic	jun
93	io688qld6Pqq6bI01q86illP18biq0bd	7	3	5	9	12	-1	6	9	13	-1	TSUGARU	RevenG vs DE-SIRE
94	1qDD1DdPlId69010IQ18I6q8Q00IoI6D	7	-1	-1	-1	-1	11	-1	-1	-1	11	TSUGARU (APPLE MIX)	RevenG vs DE-SIRE
95	ibOQ0QOdIPdIbIo0oPoDDI1DqPId00li	7	-1	-1	-1	-1	9	-1	-1	-1	10	WILD RUSH(FROM NONSTOP MEGAMIX)	FACTOR-X
96	l9lq19DdiD8qQPoPOlboi1qQii0IQI86	7	3	5	9	12	11	4	8	11	11	革命	dj TAKA with NAOKI
97	ddOOOibQ6qIi9DI1bl8b108I1Ib6QDl9	8	3	4	6	9	-1	5	6	9	-1	1998	NAOKI
98	iI8qbP0IIb16Oi9bIbb8O9dbDDi1ql86	8	3	5	6	8	-1	4	7	9	-1	&hearts;Love&sup2;シュガ&rarr;&hearts;	dj TAKA feat.のりあ
99	Q96bO9D61lib19IiIi0i69P80bo6q69Q	8	4	5	9	11	-1	5	8	11	-1	321STARS	DJ SIMON
100	oIb699q80OIPdlP0odl6bqbD0PlQodOq	8	4	5	8	11	12	5	7	11	13	A	D.J.Amuro
101	O6I9ioqii8i6I1DIb1PqOD6q0ooo8bDo	8	7	8	10	12	13	8	11	13	13	Across the nightmare	Jimmy Weckl
102	il6PIiDq11dD1981dQ00918D96lPQ0iQ	8	3	5	7	10	-1	5	7	11	-1	air	DJ SIMON
103	dQ1oPoQqD0db8O19P1P0D1oq8I68i1Id	8	4	4	9	10	-1	5	8	10	-1	AM-3P -303 BASS MIX-	KTz(remixed by U1)
104	9qbdq1PiI1O81P1PdioQli66Ob9QiiQP	8	2	7	11	13	13	7	12	13	13	bag	RevenG
105	P0O81Dl9Oiiid8bdOi0oqbD8DqolObbP	8	4	5	9	12	-1	5	10	12	-1	BE LOVIN	D-Crew
106	odOQ1d1i6oil81b1QIDP6dOqqdooD918	8	3	5	8	9	13	5	7	10	13	Colors ～for EXTREME～	dj TAKA
107	doQI0i6lQbOo66DOi6olPqOPqIqO8Qd1	8	3	3	4	9	-1	4	6	9	-1	CUTIE CHASER(MORNING MIX)	CLUB SPICE
108	6lQ9iQdq8P0Q11q9O8dbl9Q9Pi8bIb98	8	5	6	8	12	12	6	8	12	11	Dance Dance Revolution	DDR ALL STARS
109	1diQi81loIodIdOlQ8Pd6Qd8b69Q1DP8	8	3	4	7	13	-1	4	7	12	-1	Destiny lovers	くにたけ みゆき
110	I0b6lIP691dOOI8PqDDlbPid9iO8o0lO	8	3	5	7	10	-1	4	5	10	-1	DROP THE BOMB(SyS.F. Mix)	Scotty D.
111	IQ9bDo1dPbIo0ODQiObbQ99iP1bOi8iI	8	4	5	9	12	-1	4	8	11	-1	Frozen Ray ～for EXTREME～	dj TAKA
112	69qoD0l6olQqqbl09b069q898b600I6o	8	3	4	7	12	-1	5	7	13	-1	Gamelan de Couple	TOMOSUKE
113	10oQOoD00O1ql8qD88dI0i0biP69blq6	8	2	3	7	9	-1	3	7	9	-1	GRADUATION ～それぞれの明日～	BeForU
114	oo8DId90dbDliiQQlQPQQoIq6lPliqo9	8	3	4	6	10	-1	5	6	9	-1	Happy Wedding	ASKA
115	oDlO8QQOQ68IO61q9PQd800QiOll1odI	8	4	5	7	12	-1	5	7	13	-1	Heaven is a '57 metallic gray ～gimmix～	Hiro feat. Sweet little 30's
116	I08olqilqQi9Dd0qOq0o09PPqI0l11QI	8	3	4	6	10	-1	6	9	11	-1	HYPER EUROBEAT	NAOKI feat. DDR ALL STARS
117	lPoD60qooQ91QDq1qO9d19q9IoDIlPq9	8	3	4	7	9	-1	4	7	11	-1	I'm gonna get you!	Kelly Cosmo
118	8qd9d01dPOq1lOOoPiOIoPobdd1QODPq	8	3	4	7	10	-1	6	7	11	-1	jane jana	T.E.M.P.O. feat.Mohammed & Emi
119	1PQdDiqOD6o1b61iiDOoiiblIQbI91Pb	8	3	4	7	11	-1	5	8	11	-1	JET WORLD	Mutsuhiko Izumi
120	qIoDdQ1OOoPO8Q1Io0P168161DODPoqb	8	4	5	6	12	-1	5	8	12	-1	KISS KISS KISS	NAOKI feat. SHANTI
121	iOqb60DOOolIioDIOPi09P91i8PDiOqq	8	3	3	6	10	-1	3	6	11	-1	Kiss me all night long	NAOKI J-STYLE feat.MIU
122	9IOdDPPO1IIPD9oDbOPo0Qo99Ii6Q8oi	8	3	4	8	11	-1	4	8	10	-1	LA BAMBA	メキシコ民謡
123	8IIoIQQqlooiI6QD9ldIO6qidP98QP68	8	3	6	9	12	-1	6	9	12	-1	L'amour et la libert&eacute;(DDR Ver.)	NAOKI underground
124	qIP6DPdbD9iO86i1DO9qDd8l6dPdbl0P	8	3	5	6	9	-1	5	7	11	-1	LOVE&hearts;SHINE	小坂 りゆ
125	i9DPi1Do9qoIQid09o1oilodPlDP6doO	8	3	4	6	9	-1	3	6	10	-1	Miracle Moon ～L.E.D.LIGHT STYLE MIX～	Togo Project feat. Sana
126	O9Id8Qi6OIDIQ6bPi610q0001l1P099q	8	4	9	11	15	-1	9	11	15	-1	PARANOIA survivor	270
127	68iQ9666QIQP1IOQbbd9989DQQ1D0dOl	8	5	9	11	15	16	9	11	15	16	PARANOIA survivor MAX	290
128	O09lbd0I8D0DI08O06l6iiI0i11I1iIb	8	3	4	6	10	-1	4	7	10	-1	Pink Rose	Kiyommy+Seiya
129	D06P88iOlIdbbQ1Qd8OOI11dQoq0iOqd	8	3	4	7	9	-1	4	7	9	-1	SO IN LOVE	Caramel.S
130	6lqoOddiPQ6D6160bOdP116bQdIliII8	8	3	4	7	9	-1	5	7	9	-1	STAY (Organic house Version)	emi
131	OoIPPqIDbQ6qIb69q8dil0iq0l6q6DQD	8	3	5	9	13	-1	4	10	12	-1	stoic (EXTREME version)	TaQ
132	8lo1IDqPDD88DObIPodOd8oQ0Q6qQ1Dd	8	3	5	8	9	12	6	9	10	11	sync (EXTREME version)	OutPhase
133	1Q1Q8oO600lodPbio8b8d66b8do1PIlQ	8	3	6	8	12	-1	6	8	12	-1	TEARS	NAOKI underground feat.EK
134	lO68Q0iPIOiOIDDd8dOPoiql9OI81DQ0	8	5	7	11	12	-1	7	10	14	-1	The Least 100sec	Hirofumi Sasaki
135	li608di8PolqqIP808iddOqi11qDDq0Q	8	7	8	13	15	-1	8	12	16	-1	The legend of MAX	ZZ
136	POO9PlPq66OqIQO6Oq1i90D6Ill100il	8	4	5	11	13	-1	6	11	12	-1	TRIP MACHINE survivor	DE-SIRE
137	0l181DPDqbQPb0qQl0i0dlQd0oQPlQ6i	8	3	5	8	11	-1	4	7	11	-1	Twin Bee -Generation X-	FinalOffset
138	Ilo6IboPOq8Q10qDOdDDoO6P989bPPi6	8	3	5	8	12	13	5	7	11	13	V ～for EXTREME～	TAKA
139	DDqDDqDQ1Db60IiIDbIl6Pd8DPOq0q06	8	3	4	9	12	-1	5	9	12	-1	VANITY ANGEL	FIXX
140	bDDd08iP8dlIlOo6iqd91dPiI1lQdOQq	8	3	5	10	13	-1	5	9	13	-1	xenon	Mr.T
141	911lId0IooIOq1oDPoQ0iQiDiOIbd6oo	8	5	7	11	13	11	7	11	13	11	桜	RevenG
142	Dl69Pb9OQDlbOi80OQdIObiQ1Q08Dlqo	8	4	5	8	12	-1	5	9	13	-1	三毛猫ロック	亜熱帯マジ-SKA爆弾
143	OboID1PloIIoOOObQdQOP110I61Ddl9I	8	2	4	6	9	-1	4	6	11	-1	蒼い衝動 ～for EXTREME～	NAOKI feat.YUKI
144	I8lidoibqQqoQOqiDi6QiDbP9DIdd989	8	4	4	8	12	13	5	8	13	14	大見解	Des-ROW feat. TSUBOI for ALPHA
145	DibQ8O0bIodbdQo8D681qlqiDqllDPql	9	3	4	8	9	-1	4	8	9	-1	A Stupid Barber	Sho-T
146	0DDo1ilPDQoIoPd8ol9OPO1IPbi9ii6d	9	3	5	9	13	-1	5	10	13	-1	AA	D.J.Amuro
147	d0q8IDbqDI686q9Dl09ll0Id6bIio9Pd	9	3	5	7	9	-1	4	8	9	-1	Bad Routine	D.J. Spugna
148	lii9bbbIq08b6DIdQ16Q0QOPiOibliIO	9	1	3	10	11	-1	3	6	10	-1	Baile Le Samba	Big Idea
149	ObP1P1OoDII9b9ll698Q981ilIddb8Id	9	2	5	7	8	-1	4	7	9	-1	BALLAD FOR YOU～想いの雨～	NM feat. Thomas Howard
150	D0dI08oDqi11Oo819D6ob1dlDbPlIPl0	9	3	5	8	12	-1	5	8	10	-1	Brazilian Anthem	Berimbau '66
151	DObld6O6OdblOo1di9dlP86DO909O6qI	9	1	3	7	12	-1	4	9	11	-1	cachaca	Mokky de Yah Yah's
152	68dqbIdOiiiiddlbb1OD66qq6d80I6D8	9	3	4	6	10	-1	3	6	10	-1	Can Be Real	Vision F
153	8IdP90DQDi9bqodPqDQIIqOqOO08PPio	9	3	4	7	8	-1	1	5	8	-1	CAN'T STOP FALLIN' IN LOVE -super euro version-	NAOKI with Y&Co.
154	bd8o99iPI9lqOl1Q8P68lbQOlo8Oq1qO	9	4	6	9	12	-1	6	9	12	-1	CENTAUR	Jimmy Weckl
155	8o1iQPiId8P6Db9Iqo1Oo119QDoq8qQ8	9	6	8	12	14	16	9	12	14	15	CHAOS	DE-SIRE retunes
156	ilIbq9Db1d86PIo0b96qdd0oPOQ6bqi1	9	2	3	7	10	-1	4	5	12	-1	CURUS	D-crew
157	OO0QbD9D6QQIb10Q9IDOQd8odb6ob6qP	9	4	5	8	12	13	5	8	12	14	DoLL	TЁЯRA
158	PD9lP16dllbPqbdIO0Ii0I8D1I90QIIl	9	5	9	10	11	-1	9	11	11	-1	Dragon Blade	Kozo Nakamura
159	8QbqP80q9PI8bbi0qOoiibOQD08OPdli	9	9	11	13	16	18	10	13	17	17	Fascination ～eternal love mix～	2MB
160	O6llIdODQD6oDQ6QiPQDOlob9i8l6qib	9	6	11	13	17	18	10	13	17	18	Fascination MAXX	100-200-400
161	dDOdPQOqD6P68dIOl6O6I8q99Q6dd9Ob	9	4	5	9	12	-1	6	9	11	-1	Flow	Scotty D. revisits U1
162	0D096II0i9l0doPlbPQbiPo1IQDDoOP0	9	4	6	9	12	13	6	9	12	14	Flow (True Style)	Scotty D. revisits U1
163	d96OiPiOIboqI8o6PIDO8D9qPb9P18il	9	3	4	7	11	-1	3	8	11	-1	Fly away	ChiyoTia
164	Q8Ioq8POo69ol8bPiOPQPq61oqoPo0DO	9	3	4	7	8	-1	3	6	8	-1	Forever Sunshine	Chel Y.
165	PPddP6OOldodoOPqiId19Pd919OOid61	9	3	5	7	11	-1	4	7	11	-1	Freedom	BeForU
166	i6Q00D16PbbQPl19oibiiQ6qQD01D6o8	9	4	5	4	8	-1	4	6	8	-1	Funk Boogie	Funk Kid feat. KOOL BOYS
167	b0Po680ibI600ObOi6qqidI06oqo0Olq	9	4	3	8	10	-1	5	7	11	-1	GORGEOUS 2012	THE SURRENDERS
168	8DdIqobi0liOPDO1qld6lQ9Dq00I66qi	9	4	4	8	12	-1	3	8	11	-1	HAPPY☆ANGEL	jun with TAHIRIH
169	109P1iO9i6q1q0bdQobiodQDoD619dqd	9	6	9	12	14	18	9	13	15	18	Healing-D-Vision	DE-STRAD
170	1i6ObblIOoPo6dDd9dIIq11l60qiD9di	9	3	4	6	8	-1	5	6	8	-1	I Need You	Supa Fova feat. Jenny F.
171	0ib0Pqol08o9ODDq166iDl8oll061lPl	9	3	5	7	12	13	5	7	11	13	iFUTURELIST(DDR VERSION)	AKIRA YAMAOKA
172	qDi0dIlObi6Q6P8dQ1b8oIb188O9608o	9	3	5	10	12	-1	5	9	12	-1	INNOCENCE OF SILENCE	nc ft NRG Factory
173	O8qii6oiooPd8lbPqDo9QQioIoQQOoq0	9	3	4	6	9	-1	3	6	9	-1	INSIDE YOUR HEART	AKIRA YAMAOKA
174	IoI10obli6qd9DI699l61Pq16P9bboDd	9	3	4	8	11	-1	5	8	10	-1	Jam &amp; Marmalade	FinalOffset
175	PQPloiIQ19QDP9QoI1ld9DlDObIOP689	9	3	5	7	11	-1	4	8	12	-1	KEEP ON MOVIN' ～DMX MIX～	N.M.R-typeG
176	qbQ9I1bI6q91Q18DlDlI1Qdi8q6Qlo91	9	3	5	8	11	-1	6	8	12	-1	La Bamba	LH MUSIC CREATION
177	8O86IP9dqQ8818ld9od8Q0PiDId6666P	9	3	4	7	11	-1	5	6	10	-1	LOGICAL DASH	DJ TAKA
178	D6oPIlOlIIOi1oq6Pd6011lqobbqOlib	9	3	5	7	9	11	5	8	8	12	LOVE IS ORANGE	Orange Lounge
179	0Oo6iId08018qOqbo6O1o0QQ9D09Piq1	9	3	5	7	12	-1	5	8	12	-1	Make A Difference	Lala Moore with CoCoRo*Co
180	6P6dPoi66qO980bQo6l1QdlQIooq086l	9	3	5	8	11	-1	5	9	12	-1	MARIA(I believe...)	NAOKI feat. PAULA TERRY
181	qOP1qP69o6id061o9bo8l6P11P1PQI1O	9	6	10	13	15	16	10	12	15	17	MAX 300 (Super-Max-Me Mix)	Jondi & Spesh
182	OQol16I968Q8bDoQd80i90oQQbqOdbdP	9	5	6	9	12	-1	6	9	11	-1	MAXIMIZER	CLI-MAX S.
183	iI1iQD6Id0PiPDoo919doOooDib09I6b	9	3	7	9	10	-1	7	10	12	-1	MIDNIGHT SPECIAL	Love machineguns
184	b6dqPiOO6iO6b8D90Ido6QPOlObd9o98	9	3	5	9	13	-1	5	8	10	-1	Mind Parasite	TOMOSUKE
185	OoQ6Oq81oIql8iIlbI6qldIlqoD1Di1I	9	4	5	8	10	-1	5	8	10	-1	Monkey Punk	Big Idea
186	lI8qIDQPD0PDOdO1d01iOq8bI98iiQ1l	9	3	3	7	10	-1	1	8	10	-1	MOON	dj TAKA feat.Erika
